event_id,user_id,event_type,event_ts
341,87,view,2025-07-24 07:07:00
342,149,checkout,2025-09-13 17:15:00
343,92,add_to_cart,2025-06-05 20:43:00
344,5,view,2025-08-07 04:40:00
345,43,add_to_cart,2025-05-17 10:09:00
346,196,purchase,2025-06-25 12:11:00
347,198,click,2025-03-13 22:45:00
348,76,click,2025-05-27 13:07:00
349,161,checkout,2025-03-19 21:17:00
350,144,view,2025-04-16 17:22:00
351,187,checkout,2025-06-19 10:09:00
352,178,view,2025-07-16 00:32:00
353,126,click,2025-12-08 20:33:00
354,79,add_to_cart,2025-02-09 14:20:00
355,126,click,2025-11-24 12:36:00
356,64,click,2025-05-20 07:40:00
357,70,click,2025-09-27 23:23:00
358,122,view,2025-09-12 16:44:00
359,115,view,2025-12-18 09:06:00
360,117,view,2025-03-08 21:02:00
361,77,click,2025-12-17 04:07:00
362,82,view,2025-02-21 18:05:00
363,3,view,2025-11-17 12:16:00
364,121,checkout,2025-09-04 05:15:00
365,116,view,2025-07-10 00:45:00
366,188,view,2025-06-12 06:22:00
367,101,view,2025-03-03 21:17:00
368,94,view,2025-10-23 14:27:00
369,14,add_to_cart,2025-09-29 05:22:00
370,40,view,2025-12-07 07:30:00
371,68,view,2025-09-30 00:55:00
372,76,purchase,2025-12-13 19:45:00
373,73,add_to_cart,2025-11-20 15:30:00
374,79,click,2025-06-21 10:41:00
375,154,checkout,2025-09-21 05:28:00
376,27,checkout,2025-04-29 05:28:00
377,67,view,2025-10-21 10:14:00
378,33,click,2025-08-20 20:13:00
379,62,click,2025-06-26 07:22:00
380,137,view,2025-08-27 07:17:00
381,10,view,2025-05-03 11:19:00
382,68,view,2025-08-25 08:58:00
383,5,click,2025-07-07 16:30:00
384,191,add_to_cart,2025-05-18 04:29:00
385,146,add_to_cart,2025-12-19 22:11:00
386,49,view,2025-02-22 00:54:00
387,40,view,2025-10-09 00:58:00
388,20,click,2025-04-11 07:14:00
389,95,click,2025-04-15 10:21:00
390,151,checkout,2025-03-23 23:00:00
391,117,checkout,2025-03-06 19:04:00
392,177,checkout,2025-03-13 21:17:00
393,69,checkout,2025-11-02 18:46:00
394,56,purchase,2025-12-03 16:09:00
395,96,click,2025-08-12 23:26:00
396,41,view,2025-02-05 13:40:00
397,196,view,2025-11-13 06:49:00
398,38,view,2025-08-18 14:42:00
399,96,view,2025-07-22 21:18:00
400,105,view,2025-12-10 15:59:00
401,12,purchase,2025-06-16 05:35:00
402,94,view,2025-05-30 19:37:00
403,91,purchase,2025-10-16 08:09:00
404,52,add_to_cart,2025-07-24 22:37:00
405,26,click,2025-09-25 13:41:00
406,10,click,2025-09-18 14:36:00
407,2,view,2025-11-05 00:22:00
408,97,click,2025-05-16 15:59:00
409,18,view,2025-02-24 18:28:00
410,192,purchase,2025-07-08 15:00:00
411,49,view,2025-09-02 16:36:00
412,131,view,2025-10-28 15:27:00
413,135,click,2025-04-30 03:04:00
414,100,click,2025-10-04 23:13:00
415,177,click,2025-11-02 15:00:00
416,23,click,2025-10-25 18:55:00
417,47,view,2025-10-25 15:55:00
418,51,click,2025-12-23 19:44:00
419,28,view,2025-09-07 04:17:00
420,59,view,2025-06-03 04:59:00
421,63,view,2025-06-25 00:56:00
422,153,view,2025-10-05 12:57:00
423,61,view,2025-04-20 01:21:00
424,176,click,2025-08-18 22:03:00
425,155,view,2025-08-09 00:02:00
426,181,view,2025-09-08 23:30:00
427,22,click,2025-06-20 00:27:00
428,197,view,2025-10-03 03:48:00
429,123,click,2025-02-24 13:44:00
430,197,purchase,2025-10-06 09:52:00
431,71,view,2025-10-26 22:09:00
432,191,checkout,2025-11-20 07:06:00
433,118,view,2025-12-02 12:30:00
434,15,view,2025-05-27 06:37:00
435,83,click,2025-02-16 07:22:00
436,28,add_to_cart,2025-09-04 15:34:00
437,189,add_to_cart,2025-03-02 18:33:00
438,61,view,2025-05-04 11:54:00
439,45,add_to_cart,2025-09-20 19:36:00
440,111,view,2025-08-16 04:59:00
441,86,view,2025-08-20 04:38:00
442,20,view,2025-10-06 21:18:00
443,164,purchase,2025-03-27 08:36:00
444,170,view,2025-10-20 00:43:00
445,149,add_to_cart,2025-08-13 13:22:00
446,124,click,2025-06-19 15:23:00
447,81,add_to_cart,2025-07-04 00:11:00
448,109,click,2025-07-18 21:03:00
449,105,checkout,2025-08-01 14:51:00
450,34,view,2025-05-22 04:05:00
451,17,view,2025-04-15 14:26:00
452,51,click,2025-03-28 18:46:00
453,91,view,2025-05-24 10:23:00
454,33,view,2025-04-27 23:17:00
455,22,view,2025-07-21 07:48:00
456,171,view,2025-11-29 00:07:00
457,75,view,2025-03-08 16:07:00
458,117,view,2025-05-13 23:02:00
459,105,checkout,2025-02-17 05:16:00
460,148,view,2025-12-19 16:05:00
461,148,purchase,2025-09-20 06:03:00
462,60,purchase,2025-04-21 16:30:00
463,170,view,2025-06-17 16:48:00
464,75,click,2025-09-27 14:43:00
465,168,click,2025-12-14 01:09:00
466,81,click,2025-08-09 09:18:00
467,23,view,2025-05-01 09:36:00
468,153,view,2025-09-18 23:12:00
469,7,view,2025-09-15 07:06:00
470,155,click,2025-09-01 12:08:00
471,9,purchase,2025-02-16 04:03:00
472,42,click,2025-09-22 05:26:00
473,121,click,2025-02-07 11:25:00
474,189,purchase,2025-11-26 19:55:00
475,82,click,2025-11-19 01:06:00
476,25,view,2025-08-05 22:40:00
477,47,checkout,2025-09-02 04:49:00
478,180,view,2025-02-23 09:21:00
479,146,view,2025-11-16 13:27:00
480,21,click,2025-05-01 08:56:00
481,77,purchase,2025-04-28 11:52:00
482,53,view,2025-09-22 17:05:00
483,36,click,2025-12-07 19:57:00
484,170,view,2025-07-14 01:04:00
485,124,view,2025-07-18 11:31:00
486,36,view,2025-08-01 00:31:00
487,131,click,2025-05-08 01:49:00
488,83,checkout,2025-08-16 20:55:00
489,13,view,2025-12-15 02:59:00
490,90,view,2025-06-07 06:25:00
491,38,view,2025-10-14 02:50:00
492,50,view,2025-10-14 09:15:00
493,176,click,2025-11-08 18:35:00
494,143,click,2025-09-27 18:23:00
495,27,click,2025-12-02 01:52:00
496,171,view,2025-09-24 17:15:00
497,115,click,2025-12-20 03:09:00
498,175,view,2025-09-25 01:15:00
499,150,view,2025-11-04 04:18:00
500,68,purchase,2025-11-21 19:38:00
501,107,add_to_cart,2025-12-22 12:34:00
502,107,checkout,2025-08-16 11:30:00
503,144,checkout,2025-09-23 08:58:00
504,50,click,2025-12-17 03:12:00
505,67,checkout,2025-06-06 11:29:00
506,49,view,2025-03-12 08:00:00
507,60,view,2025-11-19 19:28:00
508,33,view,2025-08-28 13:06:00
509,8,view,2025-06-22 09:35:00
510,189,view,2025-09-25 14:03:00
511,15,view,2025-02-11 18:37:00
512,178,click,2025-07-08 11:35:00
513,1,add_to_cart,2025-04-29 14:32:00
514,156,click,2025-05-07 02:36:00
515,66,view,2025-12-17 20:59:00
516,104,add_to_cart,2025-08-01 12:17:00
517,57,view,2025-03-19 08:13:00
518,99,view,2025-06-01 08:48:00
519,91,view,2025-04-22 01:48:00
520,106,view,2025-11-28 00:15:00
521,79,view,2025-05-08 02:51:00
522,108,add_to_cart,2025-05-29 17:47:00
523,166,add_to_cart,2025-05-22 06:30:00
524,87,click,2025-03-30 23:35:00
525,73,view,2025-10-16 11:01:00
526,27,add_to_cart,2025-08-10 05:00:00
527,72,click,2025-06-25 04:51:00
528,26,view,2025-06-11 16:15:00
529,37,click,2025-09-09 00:08:00
530,191,click,2025-03-04 15:30:00
531,18,view,2025-12-05 11:37:00
532,97,view,2025-08-06 09:33:00
533,167,click,2025-04-17 03:02:00
534,191,view,2025-07-28 11:44:00
535,30,view,2025-11-09 04:15:00
536,33,view,2025-03-30 03:43:00
537,75,purchase,2025-07-23 20:52:00
538,111,view,2025-08-17 05:17:00
539,192,view,2025-10-26 07:28:00
540,42,view,2025-08-07 05:28:00
541,33,checkout,2025-10-02 00:21:00
542,51,click,2025-10-14 07:00:00
543,175,checkout,2025-11-22 01:44:00
544,7,view,2025-05-31 07:38:00
545,77,view,2025-09-21 06:38:00
546,24,click,2025-04-24 02:10:00
547,32,view,2025-11-06 14:50:00
548,184,add_to_cart,2025-12-11 21:39:00
549,1,checkout,2025-05-09 02:08:00
550,65,click,2025-08-05 04:50:00
551,184,purchase,2025-10-30 08:55:00
552,122,click,2025-02-09 22:56:00
553,15,view,2025-09-21 15:45:00
554,94,click,2025-10-29 20:02:00
555,195,view,2025-11-15 12:06:00
556,81,add_to_cart,2025-04-06 22:19:00
557,106,view,2025-10-08 20:45:00
558,107,view,2025-10-18 09:24:00
559,133,click,2025-02-01 22:34:00
560,38,view,2025-09-21 16:53:00
561,168,view,2025-08-26 15:40:00
562,198,click,2025-12-17 17:00:00
563,29,view,2025-02-15 04:38:00
564,164,click,2025-12-16 15:23:00
565,164,view,2025-08-08 13:38:00
566,149,view,2025-05-02 13:19:00
567,75,view,2025-06-08 20:49:00
568,94,add_to_cart,2025-10-11 22:16:00
569,168,purchase,2025-12-26 16:42:00
570,31,view,2025-05-16 13:29:00
571,166,purchase,2025-12-22 15:02:00
572,185,click,2025-08-27 15:14:00
573,137,click,2025-04-05 08:45:00
574,69,click,2025-08-17 06:08:00
575,112,click,2025-10-23 13:59:00
576,11,add_to_cart,2025-02-18 23:59:00
577,187,click,2025-02-27 01:00:00
578,69,click,2025-02-02 17:02:00
579,12,view,2025-08-08 05:21:00
580,159,view,2025-02-20 01:29:00
581,132,click,2025-12-05 14:16:00
582,125,view,2025-03-15 05:18:00
583,11,view,2025-02-24 15:09:00
584,151,view,2025-04-27 00:36:00
585,128,view,2025-10-10 20:25:00
586,159,click,2025-11-27 07:05:00
587,166,click,2025-04-24 19:56:00
588,43,view,2025-07-22 03:34:00
589,43,view,2025-10-14 08:11:00
590,185,view,2025-10-21 23:22:00
591,107,view,2025-03-23 11:06:00
592,88,click,2025-11-04 15:25:00
593,58,click,2025-11-14 04:50:00
594,128,click,2025-10-01 12:44:00
595,151,click,2025-07-24 23:48:00
596,1,purchase,2025-06-10 03:46:00
597,111,add_to_cart,2025-11-21 12:05:00
598,199,click,2025-11-13 01:45:00
599,57,click,2025-07-22 00:18:00
600,57,view,2025-10-03 21:02:00
601,176,purchase,2025-06-12 23:10:00
602,13,view,2025-10-04 05:45:00
603,80,view,2025-03-02 11:27:00
604,92,purchase,2025-11-25 12:28:00
605,160,click,2025-07-21 03:08:00
606,26,view,2025-08-17 13:24:00
607,87,view,2025-04-04 11:58:00
608,31,view,2025-07-25 10:18:00
609,158,click,2025-02-02 00:59:00
610,127,view,2025-11-21 18:05:00
611,100,purchase,2025-10-06 03:02:00
612,79,purchase,2025-06-30 23:20:00
613,31,click,2025-11-03 19:50:00
614,185,click,2025-10-26 19:38:00
615,130,view,2025-03-12 07:05:00
616,64,view,2025-02-18 18:27:00
617,83,add_to_cart,2025-04-25 16:11:00
618,146,view,2025-02-01 10:12:00
619,144,view,2025-08-09 03:12:00
620,93,view,2025-07-25 08:04:00
621,61,view,2025-07-28 12:47:00
622,132,view,2025-02-25 07:00:00
623,132,click,2025-12-01 00:06:00
624,120,add_to_cart,2025-12-20 06:13:00
625,15,click,2025-08-14 21:04:00
626,95,add_to_cart,2025-02-02 19:34:00
627,123,view,2025-06-11 16:07:00
628,191,add_to_cart,2025-09-25 23:44:00
629,106,click,2025-10-06 01:55:00
630,69,view,2025-04-22 07:36:00
631,112,purchase,2025-10-30 11:47:00
632,36,view,2025-12-17 07:00:00
633,19,view,2025-07-18 20:40:00
634,136,view,2025-06-06 21:48:00
635,198,view,2025-07-24 14:56:00
636,170,view,2025-02-10 00:05:00
637,117,click,2025-07-23 17:43:00
638,9,checkout,2025-02-09 21:19:00
639,198,view,2025-02-12 11:31:00
640,90,click,2025-08-02 14:43:00
641,58,view,2025-07-19 13:27:00
642,179,add_to_cart,2025-12-23 14:45:00
643,150,view,2025-07-18 12:47:00
644,150,view,2025-12-21 07:48:00
645,56,click,2025-10-25 08:19:00
646,199,click,2025-05-23 07:12:00
647,91,add_to_cart,2025-12-03 15:15:00
648,107,click,2025-07-10 07:00:00
649,151,add_to_cart,2025-08-16 07:59:00
650,132,view,2025-03-06 03:36:00
651,35,view,2025-04-12 03:42:00
652,61,view,2025-07-23 07:38:00
653,73,view,2025-05-01 12:12:00
654,190,view,2025-08-17 21:38:00
655,143,click,2025-02-27 08:54:00
656,74,view,2025-04-24 20:24:00
657,147,click,2025-09-08 12:03:00
658,148,click,2025-08-21 23:56:00
659,79,click,2025-12-22 14:34:00
660,81,click,2025-11-24 21:33:00
661,179,view,2025-10-26 12:08:00
662,113,view,2025-02-01 07:33:00
663,30,click,2025-08-18 19:32:00
664,144,click,2025-04-17 13:09:00
665,118,view,2025-04-30 01:58:00
666,102,view,2025-04-11 06:33:00
667,146,click,2025-07-01 10:45:00
668,182,click,2025-03-13 21:10:00
669,67,view,2025-07-26 11:47:00
670,84,view,2025-03-27 19:31:00
671,38,checkout,2025-07-16 03:36:00
672,130,view,2025-08-26 13:13:00
673,81,checkout,2025-04-01 07:01:00
674,69,view,2025-03-06 21:20:00
675,140,click,2025-10-25 01:34:00
676,82,view,2025-10-02 17:10:00
677,93,view,2025-04-28 06:43:00
678,89,checkout,2025-11-20 17:13:00
679,52,click,2025-04-14 23:36:00
680,26,purchase,2025-12-03 18:34:00
681,166,view,2025-03-10 09:12:00
682,19,checkout,2025-09-06 20:35:00
683,65,checkout,2025-02-07 07:48:00
684,134,click,2025-04-07 03:22:00
685,27,view,2025-06-14 13:12:00
686,132,click,2025-03-01 03:32:00
687,147,click,2025-07-01 19:14:00
688,133,purchase,2025-04-18 13:38:00
689,62,view,2025-03-05 15:42:00
690,4,view,2025-12-15 10:42:00
691,178,view,2025-12-22 00:05:00
692,66,click,2025-12-15 13:46:00
693,162,purchase,2025-03-23 20:28:00
694,40,view,2025-06-07 00:47:00
695,33,add_to_cart,2025-05-20 01:10:00
696,156,checkout,2025-05-19 12:16:00
697,188,view,2025-06-18 11:30:00
698,173,view,2025-07-19 07:17:00
699,151,click,2025-07-11 02:19:00
700,50,click,2025-05-08 06:10:00
701,183,view,2025-12-21 08:13:00
702,134,add_to_cart,2025-12-21 06:55:00
703,35,click,2025-05-21 07:16:00
704,26,checkout,2025-04-15 00:04:00
705,175,checkout,2025-07-26 19:05:00
